Timestamp (PST) DS	Station ID DS	Station Abbrev. DS	BGC ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	PC (mg-C/L) DS lab reported	PC Rmk DS	PN (mg-N/L) DS lab reported	PN Rmk DS	SS mass recovered (g) DS	SSC (mg/L) DS	SSC Rmk DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm DS	Sag 350-400 nm DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	HIX DS	HIX Rmk DS	Water Temp (deg. C) (EXO) DS	Sp Cond (uS/cm) (EXO) DS	Salinity (PSU) (EXO) DS	pH (EXO) DS	DO (mg/L) (EXO) DS	DO (%sat) (EXO) DS	Turb (FNU) (EXO) DS	fCHL (ug/L) (EXO) DS	fDOM (QSU) (EXO) DS
05/17/2023 08:07	5/17/2023-13	13	BGC009509	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0024	E	0.0960	NA	0.0478	NA	NA	NA	NA	NA	1.36	0.17	6.85	1.54	NA	NA	8.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:11	11337190	SJJ	BGC009480	3.07	NA	2.41	1.33	NA	0.79	NA	0.023	E	0.0034	NA	0.112	NA	0.0521	NA	0.35	NA	0.0528	NA	1.64	0.24	8.00	1.68	24.99	1.70	9.88	15.11	0.416	NA	0.0649	E	NA	NA	NA	2.9	NA	0.258	NA	0.083	NA	0.0604	NA	0.0123	NA	0.0059	E	0.0040	E	0.0172	0.0177	0.0176	0.0122	NA	0.7401	NA	0.0110	E	0.394	NA	0.1443	NA	0.3777	NA	0.2343	NA	0.1588	NA	1.495	0.9044	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:34	5/17/2023-14	14	BGC009510	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.0013	E	0.0655	NA	0.0455	NA	NA	NA	NA	NA	1.57	0.09	4.68	1.47	NA	NA	6.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:38	5/17/2023-15	15	BGC009511	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.0018	E	0.0922	NA	0.0456	NA	NA	NA	NA	NA	1.71	0.13	6.58	1.47	NA	NA	8.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:43	5/17/2023-16	16	BGC009512	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.0021	E	0.117	NA	0.0456	NA	NA	NA	NA	NA	2.07	0.15	8.34	1.47	NA	NA	10.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:48	5/17/2023-17	17	BGC009513	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.0016	E	0.0734	NA	0.0542	NA	NA	NA	NA	NA	2.07	0.11	5.24	1.75	NA	NA	7.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:52	5/17/2023-18	18	BGC009514	NA	NA	NA	NA	NA	NA	NA	0.041	NA	0.0024	E	0.0895	NA	0.0657	NA	NA	NA	NA	NA	2.93	0.17	6.39	2.12	NA	NA	9.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 08:58	11313460	PPT	BGC009481	1.41	NA	2.18	0.99	NA	0.68	NA	0.043	NA	0.0030	E	0.106	NA	0.0720	NA	0.28	NA	0.0736	NA	3.07	0.21	7.57	2.32	19.99	2.38	10.85	9.14	0.326	NA	0.0412	E	NA	NA	NA	3.4	NA	0.271	NA	0.088	NA	0.0643	NA	0.0132	NA	0.0064	E	0.0043	E	0.0170	0.0175	0.0178	0.0118	NA	0.7798	NA	0.0208	NA	0.426	NA	0.1565	NA	0.3947	NA	0.2399	NA	0.1827	NA	1.491	0.9044	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:22	5/17/2023-19	19	BGC009515	NA	NA	NA	NA	NA	NA	NA	0.034	NA	0.0018	E	0.0695	NA	0.0709	NA	NA	NA	NA	NA	2.43	0.13	4.96	2.29	NA	NA	7.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:27	380131121280501	SJW	BGC009482	2.07	NA	1.58	0.91	NA	0.49	NA	0.038	NA	0.0025	E	0.0835	NA	0.0799	NA	0.26	NA	0.0815	NA	2.71	0.18	5.96	2.58	18.56	2.63	8.85	9.71	0.259	NA	0.0362	E	0.0005	2.5	NA	3.2	NA	0.281	NA	0.092	NA	0.0680	NA	0.0142	NA	0.0069	E	0.0047	E	0.0167	0.0173	0.0174	0.0119	NA	0.7672	NA	0.0389	NA	0.434	NA	0.1611	NA	0.4075	NA	0.2459	NA	0.1817	NA	1.495	0.8971	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:39	5/17/2023-20	20	BGC009516	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0013	E	0.0497	NA	0.0553	NA	NA	NA	NA	NA	1.78	0.09	3.55	1.79	NA	NA	5.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:44	5/17/2023-21	21	BGC009517	NA	NA	NA	NA	NA	NA	NA	0.027	E	0.0014	E	0.0623	NA	0.0650	NA	NA	NA	NA	NA	1.93	0.10	4.45	2.10	NA	NA	6.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:46	11311300	TRN	BGC009483	3.42	NA	2.85	2.05	NA	1.21	NA	0.029	NA	0.0024	E	0.0908	NA	0.0727	NA	0.25	NA	0.0742	NA	2.07	0.17	6.48	2.35	17.85	2.40	8.72	9.12	0.599	NA	0.0832	NA	0.0020	13.3	NA	3.4	NA	0.280	NA	0.090	NA	0.0665	NA	0.0139	NA	0.0066	E	0.0045	E	0.0167	0.0174	0.0177	0.0122	NA	0.7648	NA	0.0183	NA	0.432	NA	0.1638	NA	0.3999	NA	0.2480	NA	0.1831	NA	1.491	0.8890	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:57	5/17/2023-22	22	BGC009518	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0013	E	0.0678	NA	0.0625	NA	NA	NA	NA	NA	1.78	0.09	4.84	2.02	NA	NA	6.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 09:59	5/17/2023-23	23	BGC009519	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.0018	E	0.0915	NA	0.0714	NA	NA	NA	NA	NA	1.86	0.13	6.53	2.30	NA	NA	8.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:02	5/17/2023-24	24	BGC009520	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0017	E	0.0846	NA	0.0710	NA	NA	NA	NA	NA	1.78	0.12	6.04	2.29	NA	NA	7.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:04	5/17/2023-25	25	BGC009521	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.0026	E	0.105	NA	0.0749	NA	NA	NA	NA	NA	1.86	0.19	7.47	2.42	NA	NA	9.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:06	375831121223701	SJRBC	BGC009484	3.99	NA	2.61	2.48	NA	1.14	NA	0.026	E	0.0034	NA	0.123	NA	0.0773	NA	0.33	NA	0.0779	NA	1.86	0.24	8.78	2.50	23.56	2.51	10.88	12.68	0.526	NA	0.0793	NA	NA	NA	NA	3.2	NA	0.297	NA	0.094	NA	0.0689	NA	0.0146	NA	0.0070	E	0.0047	E	0.0165	0.0172	0.0175	0.0122	NA	0.8038	NA	0.0483	NA	0.452	NA	0.1723	NA	0.4050	NA	0.2492	NA	0.1840	NA	1.504	0.8902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:19	5/17/2023-26	26	BGC009522	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.0019	E	0.0945	NA	0.0711	NA	NA	NA	NA	NA	1.71	0.14	6.75	2.30	NA	NA	8.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:22	5/17/2023-27	27	BGC009523	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0018	E	0.0844	NA	0.0698	NA	NA	NA	NA	NA	1.36	0.13	6.03	2.25	NA	NA	7.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:24	5/17/2023-28	28	BGC009524	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0018	E	0.0886	NA	0.0693	NA	NA	NA	NA	NA	1.29	0.13	6.33	2.24	NA	NA	7.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:29	375709121190301	SJP2	BGC009485	4.24	NA	3.52	1.66	NA	1.15	NA	0.036	NA	0.0066	NA	0.104	NA	0.0710	NA	0.36	NA	0.0741	NA	2.57	0.47	7.42	2.29	25.70	2.39	10.47	15.23	0.518	NA	0.0932	NA	0.0003	2.4	<	3.6	NA	0.291	NA	0.099	NA	0.0732	NA	0.0160	NA	0.0077	NA	0.0052	E	0.0163	0.0169	0.0172	0.0126	NA	0.7980	NA	0.0403	NA	0.439	NA	0.1688	NA	0.4076	NA	0.2502	NA	0.1988	NA	1.468	0.9007	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:45	375706121201001	SJRSDWS	BGC009723	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.0044	NA	0.100	NA	0.0750	NA	0.39	NA	0.0779	NA	2.28	0.31	7.14	2.42	27.84	2.51	9.74	18.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:53	5/17/2023-29	29	BGC009525	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0018	E	0.0857	NA	0.0703	NA	NA	NA	NA	NA	1.21	0.13	6.12	2.27	NA	NA	7.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 10:57	375615121200501	SJRST	BGC009486	3.95	NA	2.97	2.84	NA	1.40	NA	0.016	E	0.0024	E	0.0936	NA	0.0663	NA	0.25	NA	0.0654	NA	1.14	0.17	6.68	2.14	17.85	2.11	8.00	9.85	0.742	NA	0.110	NA	NA	NA	NA	3.2	NA	0.280	NA	0.093	NA	0.0689	NA	0.0146	NA	0.0069	E	0.0047	E	0.0165	0.0172	0.0175	0.0125	NA	0.7531	NA	0.0517	NA	0.427	NA	0.1632	NA	0.3910	NA	0.2374	NA	0.1750	NA	1.468	0.8950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:08	5/17/2023-30	30	BGC009526	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.0019	E	0.0846	NA	0.0712	NA	NA	NA	NA	NA	1.14	0.14	6.04	2.30	NA	NA	7.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:10	375706121201001	SJRSDWS	BGC009724	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0024	E	0.102	NA	0.0766	NA	0.27	NA	0.0761	NA	1.29	0.17	7.28	2.47	19.28	2.46	8.74	10.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:19	5/17/2023-31	31	BGC009527	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0016	E	0.0756	NA	0.0695	NA	NA	NA	NA	NA	1.21	0.11	5.40	2.24	NA	NA	6.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:22	5/17/2023-32	32	BGC009528	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0016	E	0.0896	NA	0.0695	NA	NA	NA	NA	NA	1.29	0.11	6.40	2.24	NA	NA	7.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:24	5/17/2023-33	33	BGC009529	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0024	E	0.0913	NA	0.0714	NA	NA	NA	NA	NA	1.29	0.17	6.52	2.30	NA	NA	7.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:46	5/17/2023-34	34	BGC009530	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.0024	E	0.0967	NA	0.0707	NA	NA	NA	NA	NA	1.50	0.17	6.90	2.28	NA	NA	8.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:48	5/17/2023-35	35	BGC009531	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.0021	E	0.0906	NA	0.0704	NA	NA	NA	NA	NA	1.64	0.15	6.47	2.27	NA	NA	8.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:50	375944121252301	SJC	BGC009725	NA	NA	NA	NA	NA	NA	NA	0.028	NA	0.0024	E	0.0953	NA	0.0778	NA	0.30	NA	0.0795	NA	2.00	0.17	6.80	2.51	21.42	2.57	8.97	12.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 11:59	5/17/2023-36	36	BGC009532	NA	NA	NA	NA	NA	NA	NA	0.030	NA	0.0017	E	0.0685	NA	0.0899	NA	NA	NA	NA	NA	2.14	0.12	4.89	2.90	NA	NA	7.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:00	5/17/2023-37	37	BGC009533	NA	NA	NA	NA	NA	NA	NA	0.030	NA	0.0019	E	0.0668	NA	0.1132	NA	NA	NA	NA	NA	2.14	0.14	4.77	3.65	NA	NA	7.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:03	5/17/2023-38	38	BGC009534	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0011	E	0.0295	NA	0.0950	NA	NA	NA	NA	NA	1.78	0.08	2.11	3.07	NA	NA	3.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:05	5/17/2023-39	39	BGC009535	NA	NA	NA	NA	NA	NA	NA	0.028	NA	0.0030	E	0.0889	NA	0.0979	NA	NA	NA	NA	NA	2.00	0.21	6.35	3.16	NA	NA	8.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:08	380232121241801	14MILE	BGC009487	3.61	NA	1.59	1.77	NA	0.64	NA	0.024	E	0.0034	NA	0.0946	NA	0.1062	NA	0.31	NA	0.1099	NA	1.71	0.24	6.75	3.43	22.13	3.55	8.71	13.42	0.416	NA	0.0627	E	NA	NA	NA	3.6	NA	0.305	NA	0.105	NA	0.0781	NA	0.0169	NA	0.0083	NA	0.0056	E	0.0164	0.0169	0.0173	0.0125	NA	0.8550	NA	0.0397	NA	0.468	NA	0.1803	NA	0.4333	NA	0.2749	NA	0.1925	NA	1.474	0.8936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:20	5/17/2023-40	40	BGC009536	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.0030	E	0.0618	NA	0.0985	NA	NA	NA	NA	NA	1.86	0.21	4.41	3.18	NA	NA	6.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:26	5/17/2023-41	41	BGC009537	NA	NA	NA	NA	NA	NA	NA	0.028	NA	0.0029	E	0.0557	NA	0.0940	NA	NA	NA	NA	NA	2.00	0.21	3.98	3.03	NA	NA	6.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:30	380217121290301	DSSJ	BGC009726	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.0033	NA	0.0736	NA	0.0934	NA	0.34	NA	0.0994	NA	2.50	0.24	5.25	3.01	24.27	3.21	7.99	16.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:39	5/17/2023-42	42	BGC009538	NA	NA	NA	NA	NA	NA	NA	0.031	NA	0.0020	E	0.0678	NA	0.0706	NA	NA	NA	NA	NA	2.21	0.14	4.84	2.28	NA	NA	7.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:44	5/17/2023-43	43	BGC009539	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.0022	E	0.0757	NA	0.0689	NA	NA	NA	NA	NA	2.28	0.16	5.40	2.22	NA	NA	7.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:48	5/17/2023-44	44	BGC009540	NA	NA	NA	NA	NA	NA	NA	0.034	NA	0.0025	E	0.0999	NA	0.0634	NA	NA	NA	NA	NA	2.43	0.18	7.13	2.05	NA	NA	9.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2023 12:53	5/17/2023-45	45	BGC009541	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.0021	E	0.0920	NA	0.0593	NA	NA	NA	NA	NA	2.07	0.15	6.57	1.91	NA	NA	8.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
